id,CustomerType,Class,satisfaction
54547,Loyal Customer,Eco,neutral or dissatisfied
81291,Loyal Customer,Eco,neutral or dissatisfied
40654,disloyal Customer,Eco,satisfied
116585,Loyal Customer,Business,satisfied
44712,Loyal Customer,Eco,satisfied
34868,Loyal Customer,Eco,satisfied
49890,Loyal Customer,Business,satisfied
53751,Loyal Customer,Business,satisfied
113965,disloyal Customer,Eco,neutral or dissatisfied
53222,Loyal Customer,Business,satisfied
11709,Loyal Customer,Business,satisfied
126578,Loyal Customer,Eco,neutral or dissatisfied
14432,Loyal Customer,Business,neutral or dissatisfied
62166,disloyal Customer,Eco,neutral or dissatisfied
62599,Loyal Customer,Eco,satisfied
124571,Loyal Customer,Business,satisfied
120043,Loyal Customer,Business,satisfied
19353,disloyal Customer,Eco,neutral or dissatisfied
10040,Loyal Customer,Business,satisfied
94685,Loyal Customer,Business,satisfied
82252,Loyal Customer,Business,satisfied
106307,Loyal Customer,Business,satisfied
117375,Loyal Customer,Business,satisfied
99142,Loyal Customer,Business,satisfied
88011,Loyal Customer,Business,satisfied
88606,Loyal Customer,Eco,neutral or dissatisfied
42904,disloyal Customer,Eco,neutral or dissatisfied
761,Loyal Customer,Business,satisfied
37388,Loyal Customer,Business,satisfied
78571,Loyal Customer,Business,satisfied
101927,Loyal Customer,Business,satisfied
102271,Loyal Customer,Business,satisfied
99450,Loyal Customer,Business,satisfied
114045,Loyal Customer,Business,satisfied
8777,Loyal Customer,Business,satisfied
69746,disloyal Customer,Business,neutral or dissatisfied
64301,Loyal Customer,Business,satisfied
28711,Loyal Customer,Business,satisfied
20088,Loyal Customer,Business,satisfied
104153,Loyal Customer,Business,satisfied
88757,Loyal Customer,Business,satisfied
3226,Loyal Customer,Business,satisfied
49334,Loyal Customer,Eco,satisfied
85780,Loyal Customer,Business,satisfied
11890,disloyal Customer,Eco,satisfied
113957,Loyal Customer,Business,satisfied
99126,Loyal Customer,Eco,neutral or dissatisfied
32544,Loyal Customer,Eco,satisfied
104741,Loyal Customer,Business,satisfied
76294,Loyal Customer,Business,satisfied
119521,Loyal Customer,Eco,satisfied
31263,disloyal Customer,Eco,neutral or dissatisfied
95718,Loyal Customer,Business,satisfied
99288,disloyal Customer,Eco,neutral or dissatisfied
26258,Loyal Customer,Eco Plus,neutral or dissatisfied
65196,Loyal Customer,Eco,neutral or dissatisfied
25415,Loyal Customer,Eco,neutral or dissatisfied
120152,Loyal Customer,Business,satisfied
32172,Loyal Customer,Eco,satisfied
55884,Loyal Customer,Business,satisfied
40279,Loyal Customer,Eco,neutral or dissatisfied
8886,Loyal Customer,Eco,neutral or dissatisfied
1769,Loyal Customer,Business,satisfied
30358,Loyal Customer,Eco,satisfied
127382,Loyal Customer,Business,satisfied
46253,Loyal Customer,Eco,neutral or dissatisfied
126727,Loyal Customer,Business,satisfied
1754,Loyal Customer,Business,satisfied
22289,disloyal Customer,Eco,neutral or dissatisfied
87655,Loyal Customer,Business,satisfied
123651,disloyal Customer,Eco,neutral or dissatisfied
83816,Loyal Customer,Business,satisfied
34485,Loyal Customer,Eco Plus,satisfied
68436,Loyal Customer,Business,satisfied
32063,disloyal Customer,Eco,neutral or dissatisfied
85526,Loyal Customer,Business,satisfied
75309,Loyal Customer,Business,satisfied
95175,Loyal Customer,Eco,neutral or dissatisfied
66913,Loyal Customer,Business,satisfied
114848,Loyal Customer,Business,satisfied
119359,Loyal Customer,Eco,neutral or dissatisfied
107819,Loyal Customer,Eco,satisfied
35737,Loyal Customer,Business,satisfied
120273,disloyal Customer,Business,satisfied
73725,disloyal Customer,Eco,satisfied
69047,Loyal Customer,Business,satisfied
54848,disloyal Customer,Eco,satisfied
92388,Loyal Customer,Business,satisfied
125872,Loyal Customer,Eco,satisfied
94382,Loyal Customer,Business,satisfied
111437,Loyal Customer,Business,satisfied
120914,Loyal Customer,Business,satisfied
62653,Loyal Customer,Eco,neutral or dissatisfied
113818,Loyal Customer,Eco Plus,neutral or dissatisfied
80175,disloyal Customer,Eco,neutral or dissatisfied
60052,Loyal Customer,Eco Plus,neutral or dissatisfied
71429,Loyal Customer,Business,satisfied
96607,Loyal Customer,Business,satisfied
36951,disloyal Customer,Eco,neutral or dissatisfied
29753,disloyal Customer,Eco,neutral or dissatisfied
34323,disloyal Customer,Eco,neutral or dissatisfied
127522,Loyal Customer,Business,satisfied
128071,Loyal Customer,Business,satisfied
48489,Loyal Customer,Business,satisfied
42095,Loyal Customer,Eco,satisfied
86887,Loyal Customer,Business,satisfied
117916,Loyal Customer,Business,satisfied
20148,disloyal Customer,Eco,neutral or dissatisfied
63456,Loyal Customer,Business,satisfied
1193,Loyal Customer,Eco,neutral or dissatisfied
123276,Loyal Customer,Eco,neutral or dissatisfied
25845,Loyal Customer,Business,satisfied
984,Loyal Customer,Business,satisfied
125027,disloyal Customer,Eco,neutral or dissatisfied
29104,Loyal Customer,Eco,neutral or dissatisfied
30558,disloyal Customer,Business,neutral or dissatisfied
65797,disloyal Customer,Business,neutral or dissatisfied
112003,disloyal Customer,Eco Plus,neutral or dissatisfied
102378,disloyal Customer,Eco,neutral or dissatisfied
83549,Loyal Customer,Eco Plus,neutral or dissatisfied
87267,Loyal Customer,Business,satisfied
107641,Loyal Customer,Business,satisfied
9092,Loyal Customer,Business,satisfied
41924,Loyal Customer,Eco,satisfied
1178,Loyal Customer,Eco,neutral or dissatisfied
89605,Loyal Customer,Business,satisfied
95439,Loyal Customer,Business,satisfied
86312,disloyal Customer,Eco Plus,neutral or dissatisfied
123966,Loyal Customer,Business,satisfied
64787,disloyal Customer,Eco,neutral or dissatisfied
117807,Loyal Customer,Business,satisfied
89049,Loyal Customer,Business,satisfied
47774,Loyal Customer,Eco,satisfied
121603,Loyal Customer,Eco,neutral or dissatisfied
106249,Loyal Customer,Eco,neutral or dissatisfied
100561,Loyal Customer,Business,satisfied
107665,Loyal Customer,Business,satisfied
26465,Loyal Customer,Eco,neutral or dissatisfied
105561,Loyal Customer,Business,satisfied
110434,Loyal Customer,Eco,satisfied
67335,Loyal Customer,Business,satisfied
71341,Loyal Customer,Eco,neutral or dissatisfied
96548,Loyal Customer,Business,satisfied
59656,Loyal Customer,Eco,satisfied
17732,Loyal Customer,Eco,satisfied
56334,Loyal Customer,Business,satisfied
121300,Loyal Customer,Business,satisfied
119627,Loyal Customer,Eco,neutral or dissatisfied
38708,disloyal Customer,Eco,neutral or dissatisfied
37109,Loyal Customer,Business,satisfied
51776,Loyal Customer,Eco,neutral or dissatisfied
37252,Loyal Customer,Business,neutral or dissatisfied
90247,Loyal Customer,Eco,neutral or dissatisfied
17500,Loyal Customer,Business,satisfied
60548,Loyal Customer,Business,satisfied
93317,Loyal Customer,Business,satisfied
61502,disloyal Customer,Eco,satisfied
71202,Loyal Customer,Business,satisfied
53579,Loyal Customer,Eco,neutral or dissatisfied
117933,Loyal Customer,Business,satisfied
93552,Loyal Customer,Business,satisfied
1047,disloyal Customer,Eco,neutral or dissatisfied
104260,Loyal Customer,Business,satisfied
69379,disloyal Customer,Business,neutral or dissatisfied
6980,Loyal Customer,Business,satisfied
13418,Loyal Customer,Business,satisfied
94829,Loyal Customer,Business,satisfied
123726,Loyal Customer,Business,satisfied
76572,Loyal Customer,Business,satisfied
103339,Loyal Customer,Eco,neutral or dissatisfied
129419,Loyal Customer,Business,satisfied
26449,Loyal Customer,Business,satisfied
89854,Loyal Customer,Business,satisfied
73575,Loyal Customer,Business,satisfied
69225,Loyal Customer,Business,satisfied
72341,Loyal Customer,Business,satisfied
115323,Loyal Customer,Business,satisfied
111386,Loyal Customer,Business,satisfied
120100,disloyal Customer,Business,neutral or dissatisfied
99078,Loyal Customer,Business,satisfied
8286,Loyal Customer,Eco,neutral or dissatisfied
69701,Loyal Customer,Business,satisfied
22147,Loyal Customer,Business,neutral or dissatisfied
61879,Loyal Customer,Business,satisfied
26818,Loyal Customer,Eco,satisfied
71261,Loyal Customer,Eco,satisfied
50604,Loyal Customer,Eco,neutral or dissatisfied
28201,Loyal Customer,Eco,neutral or dissatisfied
91949,Loyal Customer,Eco,neutral or dissatisfied
59544,Loyal Customer,Business,satisfied
47994,Loyal Customer,Eco Plus,satisfied
53208,disloyal Customer,Eco,neutral or dissatisfied
99837,Loyal Customer,Business,satisfied
12072,Loyal Customer,Eco,neutral or dissatisfied
90079,disloyal Customer,Business,satisfied
107017,Loyal Customer,Business,satisfied
120329,Loyal Customer,Eco,neutral or dissatisfied
77096,Loyal Customer,Business,satisfied
32248,Loyal Customer,Business,satisfied
113927,Loyal Customer,Business,satisfied
21931,disloyal Customer,Eco,neutral or dissatisfied
100835,Loyal Customer,Business,satisfied
55953,Loyal Customer,Business,satisfied
125633,Loyal Customer,Business,satisfied
3076,Loyal Customer,Business,satisfied
43752,Loyal Customer,Business,satisfied
55404,Loyal Customer,Business,satisfied
77276,Loyal Customer,Business,satisfied
56375,Loyal Customer,Eco,neutral or dissatisfied
110451,Loyal Customer,Eco,neutral or dissatisfied
71345,Loyal Customer,Eco,neutral or dissatisfied
58004,Loyal Customer,Business,satisfied
126550,Loyal Customer,Eco,neutral or dissatisfied
64049,Loyal Customer,Business,satisfied
113497,Loyal Customer,Business,satisfied
68313,Loyal Customer,Business,satisfied
59068,Loyal Customer,Business,satisfied
22190,Loyal Customer,Eco,satisfied
76493,Loyal Customer,Business,satisfied
56067,Loyal Customer,Eco,neutral or dissatisfied
78592,Loyal Customer,Business,satisfied
34077,Loyal Customer,Eco Plus,satisfied
12775,Loyal Customer,Eco Plus,neutral or dissatisfied
37106,Loyal Customer,Eco,satisfied
56864,Loyal Customer,Business,satisfied
95341,Loyal Customer,Eco,neutral or dissatisfied
49268,disloyal Customer,Eco,neutral or dissatisfied
28477,Loyal Customer,Eco,neutral or dissatisfied
110902,disloyal Customer,Eco,neutral or dissatisfied
81230,Loyal Customer,Business,satisfied
69935,Loyal Customer,Business,satisfied
114974,Loyal Customer,Business,satisfied
69832,disloyal Customer,Business,satisfied
114318,Loyal Customer,Eco,neutral or dissatisfied
55251,Loyal Customer,Eco,neutral or dissatisfied
105676,Loyal Customer,Business,satisfied
109435,Loyal Customer,Business,satisfied
7979,Loyal Customer,Business,satisfied
123659,disloyal Customer,Business,satisfied
112959,Loyal Customer,Eco,neutral or dissatisfied
102298,Loyal Customer,Business,satisfied
19282,Loyal Customer,Eco Plus,satisfied
89332,disloyal Customer,Business,neutral or dissatisfied
35046,Loyal Customer,Business,satisfied
54119,Loyal Customer,Eco,satisfied
92002,Loyal Customer,Business,satisfied
22053,Loyal Customer,Business,satisfied
68418,Loyal Customer,Eco,neutral or dissatisfied
121184,Loyal Customer,Eco,neutral or dissatisfied
73530,disloyal Customer,Business,neutral or dissatisfied
52260,Loyal Customer,Eco,satisfied
10327,Loyal Customer,Business,satisfied
98342,Loyal Customer,Business,satisfied
10554,Loyal Customer,Business,satisfied
69288,Loyal Customer,Business,satisfied
97200,Loyal Customer,Eco,neutral or dissatisfied
129132,Loyal Customer,Business,satisfied
118326,disloyal Customer,Business,neutral or dissatisfied
59007,Loyal Customer,Business,satisfied
105632,Loyal Customer,Business,satisfied
98945,Loyal Customer,Business,satisfied
2990,Loyal Customer,Business,satisfied
102781,Loyal Customer,Business,satisfied
19874,Loyal Customer,Business,satisfied
26413,Loyal Customer,Eco Plus,satisfied
93237,Loyal Customer,Eco,neutral or dissatisfied
3052,Loyal Customer,Business,satisfied
77784,Loyal Customer,Eco,neutral or dissatisfied
18571,Loyal Customer,Business,satisfied
126711,disloyal Customer,Business,neutral or dissatisfied
8306,Loyal Customer,Business,satisfied
42625,Loyal Customer,Business,satisfied
45319,disloyal Customer,Eco,neutral or dissatisfied
116198,Loyal Customer,Eco,neutral or dissatisfied
26999,Loyal Customer,Business,satisfied
80909,disloyal Customer,Eco,neutral or dissatisfied
76658,Loyal Customer,Eco,neutral or dissatisfied
13735,disloyal Customer,Eco,neutral or dissatisfied
48281,Loyal Customer,Eco Plus,neutral or dissatisfied
83967,Loyal Customer,Business,satisfied
50157,Loyal Customer,Business,neutral or dissatisfied
63420,Loyal Customer,Eco,satisfied
101451,Loyal Customer,Business,satisfied
23034,Loyal Customer,Eco,neutral or dissatisfied
76095,Loyal Customer,Eco,satisfied
88275,Loyal Customer,Business,satisfied
58266,Loyal Customer,Business,satisfied
8652,disloyal Customer,Business,neutral or dissatisfied
25536,Loyal Customer,Eco,neutral or dissatisfied
68388,Loyal Customer,Business,satisfied
116956,Loyal Customer,Business,satisfied
109484,disloyal Customer,Eco,neutral or dissatisfied
76135,Loyal Customer,Business,satisfied
56116,Loyal Customer,Business,satisfied
51188,disloyal Customer,Eco Plus,neutral or dissatisfied
53044,disloyal Customer,Eco,neutral or dissatisfied
15952,Loyal Customer,Eco,neutral or dissatisfied
111662,Loyal Customer,Business,satisfied
5811,Loyal Customer,Eco,satisfied
44014,Loyal Customer,Eco,neutral or dissatisfied
2283,Loyal Customer,Business,satisfied
101317,Loyal Customer,Business,satisfied
105408,Loyal Customer,Business,satisfied
57965,Loyal Customer,Eco,neutral or dissatisfied
87383,Loyal Customer,Business,satisfied
126691,Loyal Customer,Business,satisfied
229,Loyal Customer,Business,satisfied
66204,Loyal Customer,Business,satisfied
12182,Loyal Customer,Eco,satisfied
38737,Loyal Customer,Eco,satisfied
72642,Loyal Customer,Eco,neutral or dissatisfied
123817,Loyal Customer,Business,satisfied
13598,Loyal Customer,Eco,neutral or dissatisfied
89485,Loyal Customer,Business,satisfied
82370,Loyal Customer,Business,satisfied
66950,Loyal Customer,Business,satisfied
21144,Loyal Customer,Eco Plus,satisfied
24314,Loyal Customer,Eco,satisfied
70889,Loyal Customer,Business,neutral or dissatisfied
32480,Loyal Customer,Eco,satisfied
117186,Loyal Customer,Eco,neutral or dissatisfied
76611,Loyal Customer,Business,satisfied
53056,Loyal Customer,Eco,neutral or dissatisfied
7690,Loyal Customer,Eco,neutral or dissatisfied
59351,Loyal Customer,Business,satisfied
54265,Loyal Customer,Eco,neutral or dissatisfied
102549,Loyal Customer,Eco,neutral or dissatisfied
69881,Loyal Customer,Business,satisfied
14251,Loyal Customer,Eco Plus,satisfied
53339,Loyal Customer,Eco,satisfied
122496,Loyal Customer,Business,neutral or dissatisfied
110650,disloyal Customer,Business,neutral or dissatisfied
70184,Loyal Customer,Business,satisfied
126689,disloyal Customer,Eco,neutral or dissatisfied
90382,Loyal Customer,Business,satisfied
21270,Loyal Customer,Business,satisfied
97175,Loyal Customer,Eco,neutral or dissatisfied
106287,Loyal Customer,Eco,neutral or dissatisfied
31911,Loyal Customer,Business,satisfied
28563,Loyal Customer,Eco Plus,satisfied
12521,Loyal Customer,Eco,satisfied
63567,disloyal Customer,Business,satisfied
78357,Loyal Customer,Business,satisfied
64651,disloyal Customer,Business,neutral or dissatisfied
123261,Loyal Customer,Eco,neutral or dissatisfied
96129,Loyal Customer,Business,satisfied
2002,Loyal Customer,Business,satisfied
62859,Loyal Customer,Business,satisfied
422,Loyal Customer,Business,satisfied
40103,Loyal Customer,Eco,satisfied
553,Loyal Customer,Business,satisfied
52499,Loyal Customer,Business,satisfied
60822,Loyal Customer,Eco,neutral or dissatisfied
88535,Loyal Customer,Eco,neutral or dissatisfied
70751,Loyal Customer,Business,satisfied
118856,Loyal Customer,Eco Plus,neutral or dissatisfied
29356,Loyal Customer,Business,satisfied
13751,Loyal Customer,Eco,neutral or dissatisfied
78788,Loyal Customer,Business,satisfied
75367,Loyal Customer,Eco Plus,neutral or dissatisfied
109984,Loyal Customer,Business,satisfied
91255,Loyal Customer,Eco,neutral or dissatisfied
105097,disloyal Customer,Business,satisfied
110536,disloyal Customer,Business,satisfied
91902,Loyal Customer,Business,satisfied
64749,disloyal Customer,Eco,satisfied
16700,Loyal Customer,Eco,neutral or dissatisfied
67778,disloyal Customer,Business,neutral or dissatisfied
753,Loyal Customer,Business,satisfied
105133,Loyal Customer,Business,satisfied
41784,Loyal Customer,Eco,neutral or dissatisfied
43866,Loyal Customer,Business,satisfied
96266,Loyal Customer,Eco,neutral or dissatisfied
98495,Loyal Customer,Business,satisfied
104572,Loyal Customer,Business,satisfied
792,Loyal Customer,Business,satisfied
43870,disloyal Customer,Eco,neutral or dissatisfied
123464,Loyal Customer,Business,satisfied
31041,Loyal Customer,Business,satisfied
81735,Loyal Customer,Business,satisfied
516,Loyal Customer,Business,satisfied
5431,Loyal Customer,Business,satisfied
84234,Loyal Customer,Eco,neutral or dissatisfied
46783,Loyal Customer,Business,satisfied
82258,Loyal Customer,Business,satisfied
128637,Loyal Customer,Eco,neutral or dissatisfied
81156,disloyal Customer,Business,neutral or dissatisfied
56047,Loyal Customer,Business,satisfied
118405,Loyal Customer,Business,neutral or dissatisfied
99430,Loyal Customer,Eco,neutral or dissatisfied
45394,Loyal Customer,Eco,satisfied
6915,Loyal Customer,Eco,neutral or dissatisfied
116452,Loyal Customer,Eco,neutral or dissatisfied
108471,Loyal Customer,Eco,neutral or dissatisfied
82369,Loyal Customer,Business,satisfied
28499,Loyal Customer,Business,neutral or dissatisfied
49709,Loyal Customer,Business,satisfied
32135,Loyal Customer,Eco,satisfied
61233,Loyal Customer,Business,satisfied
17473,Loyal Customer,Eco,satisfied
86001,Loyal Customer,Business,satisfied
47737,Loyal Customer,Business,neutral or dissatisfied
110721,Loyal Customer,Business,satisfied
93758,Loyal Customer,Business,satisfied
55992,Loyal Customer,Business,neutral or dissatisfied
99896,Loyal Customer,Business,satisfied
98831,Loyal Customer,Eco,neutral or dissatisfied
112555,Loyal Customer,Business,satisfied
15982,disloyal Customer,Eco,neutral or dissatisfied
12595,Loyal Customer,Business,satisfied
74328,Loyal Customer,Business,satisfied
56380,Loyal Customer,Business,satisfied
26665,disloyal Customer,Eco,neutral or dissatisfied
24119,Loyal Customer,Eco,satisfied
102254,Loyal Customer,Business,satisfied
54879,Loyal Customer,Eco,neutral or dissatisfied
39533,Loyal Customer,Business,satisfied
128766,Loyal Customer,Eco,satisfied
71490,Loyal Customer,Business,neutral or dissatisfied
43734,disloyal Customer,Eco,satisfied
89289,Loyal Customer,Business,satisfied
48932,Loyal Customer,Business,satisfied
122000,disloyal Customer,Business,satisfied
120929,Loyal Customer,Business,satisfied
114004,Loyal Customer,Eco,neutral or dissatisfied
75972,Loyal Customer,Business,satisfied
69067,disloyal Customer,Eco,neutral or dissatisfied
78753,disloyal Customer,Eco,neutral or dissatisfied
56157,disloyal Customer,Eco,neutral or dissatisfied
4891,Loyal Customer,Eco Plus,neutral or dissatisfied
30706,Loyal Customer,Business,satisfied
8071,Loyal Customer,Business,satisfied
56078,Loyal Customer,Eco,neutral or dissatisfied
69390,disloyal Customer,Business,neutral or dissatisfied
45747,Loyal Customer,Business,neutral or dissatisfied
9137,disloyal Customer,Eco,neutral or dissatisfied
57691,disloyal Customer,Business,satisfied
100598,disloyal Customer,Eco,neutral or dissatisfied
31662,Loyal Customer,Eco,satisfied
111835,Loyal Customer,Business,satisfied
117556,Loyal Customer,Business,satisfied
10297,Loyal Customer,Business,satisfied
26001,Loyal Customer,Business,satisfied
27751,Loyal Customer,Business,satisfied
60155,Loyal Customer,Eco,neutral or dissatisfied
35123,Loyal Customer,Business,satisfied
61814,Loyal Customer,Eco,neutral or dissatisfied
124092,Loyal Customer,Business,satisfied
107694,Loyal Customer,Business,satisfied
120547,Loyal Customer,Business,satisfied
103779,Loyal Customer,Business,satisfied
79320,Loyal Customer,Business,satisfied
111695,Loyal Customer,Business,satisfied
65914,Loyal Customer,Business,satisfied
43300,Loyal Customer,Eco,satisfied
55958,Loyal Customer,Business,satisfied
76871,Loyal Customer,Eco,neutral or dissatisfied
56742,Loyal Customer,Eco,neutral or dissatisfied
124907,Loyal Customer,Business,satisfied
80605,Loyal Customer,Business,satisfied
119882,Loyal Customer,Eco,neutral or dissatisfied
46132,Loyal Customer,Business,satisfied
103725,Loyal Customer,Eco,neutral or dissatisfied
12307,Loyal Customer,Business,satisfied
111774,Loyal Customer,Business,satisfied
40179,disloyal Customer,Eco,neutral or dissatisfied
32332,Loyal Customer,Business,satisfied
97819,Loyal Customer,Business,satisfied
40372,disloyal Customer,Eco,neutral or dissatisfied
26735,Loyal Customer,Eco Plus,satisfied
14370,Loyal Customer,Business,satisfied
22680,Loyal Customer,Business,satisfied
70523,Loyal Customer,Business,satisfied
76584,disloyal Customer,Business,neutral or dissatisfied
908,disloyal Customer,Business,neutral or dissatisfied
69961,Loyal Customer,Eco,neutral or dissatisfied
109244,Loyal Customer,Eco,neutral or dissatisfied
92675,Loyal Customer,Business,satisfied
652,disloyal Customer,Eco,neutral or dissatisfied
89324,Loyal Customer,Business,satisfied
11060,Loyal Customer,Eco,neutral or dissatisfied
59572,Loyal Customer,Business,satisfied
10306,Loyal Customer,Business,satisfied
47756,Loyal Customer,Business,satisfied
568,Loyal Customer,Business,satisfied
37355,Loyal Customer,Business,satisfied
89559,Loyal Customer,Business,satisfied
14550,Loyal Customer,Eco,neutral or dissatisfied
54834,Loyal Customer,Business,satisfied
3613,Loyal Customer,Business,satisfied
36496,Loyal Customer,Eco,satisfied
10475,Loyal Customer,Business,satisfied
5604,Loyal Customer,Business,satisfied
66575,disloyal Customer,Business,neutral or dissatisfied
85949,Loyal Customer,Business,satisfied
9778,Loyal Customer,Eco,neutral or dissatisfied
116879,Loyal Customer,Business,satisfied
69249,Loyal Customer,Business,satisfied
126,Loyal Customer,Eco,neutral or dissatisfied
124054,Loyal Customer,Business,satisfied
22139,Loyal Customer,Eco,neutral or dissatisfied
25784,Loyal Customer,Business,satisfied
122851,Loyal Customer,Business,satisfied
69958,Loyal Customer,Eco,neutral or dissatisfied
107340,Loyal Customer,Business,satisfied
128623,disloyal Customer,Business,neutral or dissatisfied
84347,Loyal Customer,Business,satisfied
8493,Loyal Customer,Eco Plus,neutral or dissatisfied
82180,Loyal Customer,Eco Plus,neutral or dissatisfied
90434,Loyal Customer,Business,satisfied
94112,Loyal Customer,Business,neutral or dissatisfied
62412,Loyal Customer,Eco Plus,neutral or dissatisfied
25859,Loyal Customer,Eco,neutral or dissatisfied
94011,Loyal Customer,Business,satisfied
97408,Loyal Customer,Business,satisfied
4844,Loyal Customer,Business,satisfied
125518,Loyal Customer,Business,satisfied
71766,disloyal Customer,Business,neutral or dissatisfied
2047,Loyal Customer,Business,satisfied
40462,disloyal Customer,Eco,neutral or dissatisfied
31935,Loyal Customer,Business,satisfied
31480,Loyal Customer,Business,satisfied
8362,Loyal Customer,Business,satisfied
32367,Loyal Customer,Business,satisfied
87240,Loyal Customer,Business,satisfied
42577,Loyal Customer,Eco,satisfied
94054,Loyal Customer,Business,satisfied
90135,Loyal Customer,Business,satisfied
66434,Loyal Customer,Business,satisfied
105658,Loyal Customer,Business,satisfied
95641,disloyal Customer,Eco Plus,neutral or dissatisfied
113651,Loyal Customer,Eco,neutral or dissatisfied
117657,Loyal Customer,Business,satisfied
74943,disloyal Customer,Eco,neutral or dissatisfied
86707,Loyal Customer,Business,satisfied
11219,Loyal Customer,Eco,neutral or dissatisfied
9326,Loyal Customer,Eco,neutral or dissatisfied
83806,disloyal Customer,Business,neutral or dissatisfied
29505,Loyal Customer,Eco,neutral or dissatisfied
97890,Loyal Customer,Business,satisfied
59421,Loyal Customer,Business,satisfied
589,Loyal Customer,Business,satisfied
95589,Loyal Customer,Business,satisfied
51343,Loyal Customer,Eco Plus,satisfied
60239,Loyal Customer,Eco,neutral or dissatisfied
68154,Loyal Customer,Business,satisfied
125807,disloyal Customer,Eco,neutral or dissatisfied
30476,Loyal Customer,Eco,neutral or dissatisfied
121865,disloyal Customer,Eco,neutral or dissatisfied
80495,Loyal Customer,Business,satisfied
38635,Loyal Customer,Business,satisfied
99695,Loyal Customer,Eco,neutral or dissatisfied
21283,Loyal Customer,Business,satisfied
15187,Loyal Customer,Eco,satisfied
114299,Loyal Customer,Eco,neutral or dissatisfied
79842,disloyal Customer,Business,neutral or dissatisfied
15241,Loyal Customer,Eco,satisfied
64555,Loyal Customer,Business,satisfied
8505,Loyal Customer,Business,satisfied
15111,Loyal Customer,Eco,satisfied
21043,Loyal Customer,Business,satisfied
302,Loyal Customer,Business,satisfied
37738,Loyal Customer,Eco,neutral or dissatisfied
308,Loyal Customer,Business,satisfied
9465,Loyal Customer,Eco,neutral or dissatisfied
3844,Loyal Customer,Eco,neutral or dissatisfied
87475,Loyal Customer,Business,satisfied
77916,Loyal Customer,Business,satisfied
61023,Loyal Customer,Eco,neutral or dissatisfied
95786,Loyal Customer,Eco,neutral or dissatisfied
85790,Loyal Customer,Business,satisfied
40206,Loyal Customer,Eco,satisfied
125470,Loyal Customer,Eco,neutral or dissatisfied
76709,Loyal Customer,Eco,neutral or dissatisfied
61867,Loyal Customer,Business,satisfied
71379,Loyal Customer,Eco,neutral or dissatisfied
110900,disloyal Customer,Eco,neutral or dissatisfied
27800,disloyal Customer,Eco,neutral or dissatisfied
61626,Loyal Customer,Business,satisfied
4957,Loyal Customer,Business,satisfied
3699,Loyal Customer,Business,satisfied
16360,Loyal Customer,Eco,satisfied
126716,Loyal Customer,Business,satisfied
73527,disloyal Customer,Eco,neutral or dissatisfied
76146,Loyal Customer,Business,satisfied
111954,Loyal Customer,Business,satisfied
85129,Loyal Customer,Business,satisfied
7303,Loyal Customer,Business,satisfied
94257,Loyal Customer,Business,satisfied
86419,Loyal Customer,Business,satisfied
114041,Loyal Customer,Business,satisfied
94083,disloyal Customer,Eco,neutral or dissatisfied
72122,Loyal Customer,Business,satisfied
63900,Loyal Customer,Business,satisfied
12890,Loyal Customer,Business,satisfied
134,Loyal Customer,Business,satisfied
86960,Loyal Customer,Business,satisfied
110396,Loyal Customer,Business,satisfied
39196,disloyal Customer,Eco,neutral or dissatisfied
37672,Loyal Customer,Eco,neutral or dissatisfied
27974,Loyal Customer,Business,satisfied
83114,Loyal Customer,Eco,neutral or dissatisfied
89078,Loyal Customer,Business,satisfied
93533,Loyal Customer,Eco,neutral or dissatisfied
9725,Loyal Customer,Business,satisfied
95715,Loyal Customer,Business,satisfied
104560,Loyal Customer,Business,satisfied
128248,Loyal Customer,Business,satisfied
57731,Loyal Customer,Business,satisfied
26101,Loyal Customer,Eco,neutral or dissatisfied
62583,Loyal Customer,Business,satisfied
9626,Loyal Customer,Eco Plus,satisfied
29416,Loyal Customer,Eco Plus,satisfied
17212,Loyal Customer,Business,satisfied
53606,Loyal Customer,Business,satisfied
32838,Loyal Customer,Eco,satisfied
123045,Loyal Customer,Business,satisfied
56215,Loyal Customer,Business,satisfied
3153,Loyal Customer,Eco,neutral or dissatisfied
82086,Loyal Customer,Business,satisfied
21381,Loyal Customer,Eco,satisfied
74387,Loyal Customer,Business,satisfied
81207,Loyal Customer,Business,satisfied
75892,Loyal Customer,Business,satisfied
70147,Loyal Customer,Eco,neutral or dissatisfied
56214,Loyal Customer,Business,satisfied
73301,Loyal Customer,Business,satisfied
89232,Loyal Customer,Business,satisfied
121659,Loyal Customer,Business,satisfied
5388,Loyal Customer,Eco,neutral or dissatisfied
75058,Loyal Customer,Business,satisfied
122265,Loyal Customer,Eco,neutral or dissatisfied
118585,Loyal Customer,Business,satisfied
70918,disloyal Customer,Eco,neutral or dissatisfied
30665,Loyal Customer,Eco Plus,satisfied
106211,Loyal Customer,Business,satisfied
14026,disloyal Customer,Eco,neutral or dissatisfied
81650,Loyal Customer,Business,satisfied
121073,disloyal Customer,Eco Plus,neutral or dissatisfied
54829,Loyal Customer,Business,satisfied
128606,Loyal Customer,Business,satisfied
52130,Loyal Customer,Business,satisfied
39742,Loyal Customer,Eco,neutral or dissatisfied
97311,disloyal Customer,Business,neutral or dissatisfied
47713,Loyal Customer,Eco Plus,neutral or dissatisfied
77540,Loyal Customer,Business,satisfied
